symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
MSFT,2017-11-22 00:00:00+00:00,83.11,83.9,83.04,83.83,20213704,78.6355670343,79.3830354251,78.5693356579,79.3168040487,20213704,0.0,1.0
MSFT,2017-11-24 00:00:00+00:00,83.26,83.43,82.78,83.01,7425503,78.7774914123,78.9383390407,78.3233334027,78.5409507823,7425503,0.0,1.0
MSFT,2017-11-27 00:00:00+00:00,83.87,83.98,83.3,83.31,17603760,79.3546505495,79.4587284267,78.8153379131,78.8247995383,17603760,0.0,1.0
MSFT,2017-11-28 00:00:00+00:00,84.88,85.06,84.02,84.07,21162639,80.3102746947,80.4805839482,79.4965749275,79.5438830535,21162639,0.0,1.0
MSFT,2017-11-29 00:00:00+00:00,83.34,84.92,83.18,84.71,27358477,78.8531844139,80.3481211955,78.7017984107,80.1494270663,27358477,0.0,1.0
MSFT,2017-11-30 00:00:00+00:00,84.17,84.52,83.34,83.51,32998408,79.6384993055,79.9696561875,78.8531844139,79.0140320423,32998408,0.0,1.0
MSFT,2017-12-01 00:00:00+00:00,84.26,84.81,83.22,83.6,29387325,79.7236539323,80.2440433183,78.7396449115,79.0991866691,29387325,0.0,1.0
MSFT,2017-12-04 00:00:00+00:00,81.08,84.4299,80.7,84.42,37977732,76.7148571188,79.8844069444,76.3553153612,79.8750399355,37977732,0.0,1.0
MSFT,2017-12-05 00:00:00+00:00,81.59,82.68,80.9801,81.34,25512120,77.197400004,78.2287171507,76.620335483,76.960859374,25512120,0.0,1.0
MSFT,2017-12-06 00:00:00+00:00,82.78,83.14,81.43,81.55,24821403,78.3233334027,78.6639519099,77.0460140008,77.1595535032,24821403,0.0,1.0
MSFT,2017-12-07 00:00:00+00:00,82.49,82.8,82.0,82.54,20378114,78.0489462719,78.3422566531,77.5853266372,78.0962543979,20378114,0.0,1.0
MSFT,2017-12-08 00:00:00+00:00,84.16,84.58,83.33,83.63,23825056,79.6290376803,80.0264259387,78.8437227887,79.1275715447,23825056,0.0,1.0
MSFT,2017-12-11 00:00:00+00:00,85.23,85.37,84.12,84.29,19909119,80.6414315766,80.7738943294,79.5911911795,79.7520388079,19909119,0.0,1.0
MSFT,2017-12-12 00:00:00+00:00,85.58,86.05,85.08,85.31,23534946,80.9725884586,81.417284843,80.4995071986,80.7171245782,23534946,0.0,1.0
MSFT,2017-12-13 00:00:00+00:00,85.35,86.0,85.17,85.74,21307911,80.754971079,81.369976717,80.5846618254,81.1239744618,21307911,0.0,1.0
MSFT,2017-12-14 00:00:00+00:00,84.69,85.8739,84.53,85.43,19080106,80.1305038159,81.2506656232,79.9791178127,80.8306640806,19080106,0.0,1.0
MSFT,2017-12-15 00:00:00+00:00,86.85,87.09,84.88,85.26,52430167,82.174214859,82.4012938638,80.3102746947,80.6698164522,52430167,0.0,1.0
